id,RestID,Restaurant_Name,Address,Locality,City,Country_Code,Longitude,Latitude,Cuisines,Table_booking,Online_delivery,delv_now,order_menu,avg_cost,Currency,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
5041,9145,Moti Mahal Delux,La-Sapphire Hotel-A-23-NH 8-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1252807,28.5472115,North Indian- Mughlai- Chinese,Yes,No,No,No,800,Indian Rupees(Rs.),2,3,Orange,Average,22
5042,18025111,Popsy's,Shop 1 & 2-K Block-Mahipalpur Extension-Near Labor Chowk-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1240222,28.5433267,North Indian- South Indian- Continental- Fast Food,No,No,No,No,550,Indian Rupees(Rs.),2,3,Orange,Average,5
5043,303958,Prabhu,Opposite Vishal Mega Mart-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1245783,28.5470031,Fast Food- North Indian- Bakery,No,No,No,No,500,Indian Rupees(Rs.),2,3.1,Orange,Average,8
5044,4311,Saptagiri,L73/L322-NH8-Near IGI Airport-Mahipalpur Extension-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1229435,28.5455533,North Indian- Mughlai- Chinese- Continental- Fast Food,Yes,No,No,No,900,Indian Rupees(Rs.),2,2.8,Orange,Average,10
5045,7309,Spice Hut,L 380-Near Allahabad Bank & Red Light Chowk-NH 8-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1237408,28.5462109,North Indian- Fast Food- Biryani,No,No,No,No,500,Indian Rupees(Rs.),2,2.9,Orange,Average,15
5046,7307,Taste of Vishal,Hotel Vishal Residency-NH 8-Rangpuri-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1187632,28.5426875,North Indian- Chinese,Yes,No,No,No,900,Indian Rupees(Rs.),2,2.9,Orange,Average,6
5047,4315,The Tandoori Night,A-79-Chandgi Ram Building-Vasant Kunj Road-NH 8-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1249212,28.5467289,Biryani- Chinese- North Indian,No,No,No,No,300,Indian Rupees(Rs.),1,2.8,Orange,Average,5
5048,305151,Traffic Jaam,A-63-Street 1-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1267191,28.5468118,North Indian- Chinese,No,No,No,No,550,Indian Rupees(Rs.),2,2.9,Orange,Average,5
5049,7366,Tripti,A-67/1-NH 8 Extention-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.127618,28.5492281,North Indian- Chinese- Mughlai- South Indian,Yes,No,No,No,1000,Indian Rupees(Rs.),3,3.1,Orange,Average,16
5050,9141,Uttaranchal Dhaba & Restaurant,78-Main Mehrauli Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1285619,28.5437174,North Indian,No,No,No,No,200,Indian Rupees(Rs.),1,2.9,Orange,Average,5
5051,18333396,Wah Ji Wah,A-79-Main Red Light Chowk-Opposite Vishal Mega Mart-Main Vasant Kunj Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1247414,28.5467116,North Indian- Chinese,No,No,No,No,450,Indian Rupees(Rs.),1,2.9,Orange,Average,6
5052,7363,Resto 37,Hotel Delhi 37-A-78-NH 8-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1286068,28.5500399,North Indian- Chinese- Continental- Fast Food,No,No,No,No,700,Indian Rupees(Rs.),2,3.9,Yellow,Good,23
5053,305181,Aakash Sweets & Caterers,L 96-Old Rangpuri Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1242919,28.5434422,Mithai- Street Food,No,No,No,No,150,Indian Rupees(Rs.),1,0,White,Not rated,0
5054,18403469,Aapka Mangal Restaurant,L-192-Gali 7-Near Labour Chowk-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1238424,28.5446537,North Indian,No,No,No,No,500,Indian Rupees(Rs.),2,0,White,Not rated,0
5055,18416845,Al-Karim,L-1-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1254605,28.5459741,North Indian,No,No,No,No,350,Indian Rupees(Rs.),1,0,White,Not rated,0
5056,302475,Apna Dhaba,Near Kavira Garden-NH-8-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.0996976,28.5232706,North Indian,No,No,No,No,150,Indian Rupees(Rs.),1,0,White,Not rated,1
5057,18489805,Burger Wala,K-26-C-Main Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.128427,28.5441077,Burger- Fast Food,No,No,No,No,200,Indian Rupees(Rs.),1,0,White,Not rated,1
5058,302473,Cafe Highway,Near Kavira Garden-NH-8-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1077373,28.5332421,Fast Food- Chinese,No,No,No,No,250,Indian Rupees(Rs.),1,0,White,Not rated,0
5059,18361932,Cake Point,Opposite NSG Camp-Mahipalpur Extension-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1333427,28.5489147,Bakery- Desserts,No,Yes,No,No,600,Indian Rupees(Rs.),2,0,White,Not rated,0
5060,18414467,Chatori Zubaan Chur Chur Naan,NH8-Opposite IGI Airport-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1167352,28.5386133,North Indian,No,No,No,No,100,Indian Rupees(Rs.),1,0,White,Not rated,0
5061,18358665,Coffee Shop,Dee Marks Hotel & Resort-Adjoining Shiv Murti-NH 8-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1137736,28.5354421,Cafe- North Indian- Continental,No,No,No,No,1000,Indian Rupees(Rs.),3,0,White,Not rated,0
5062,18427203,Colonel's Kebabs & Curries,21-Milestone Hotel and Resort-N.H 8-Near Shiv Murti-Rangpuri-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,0,0,North Indian- Chinese- Mughlai,No,No,No,No,600,Indian Rupees(Rs.),2,0,White,Not rated,0
5063,18358663,Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,Shop 1-Badam Singh Market-Rangpuri Bus Stop-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1181406,28.5415117,North Indian,No,No,No,No,150,Indian Rupees(Rs.),1,0,White,Not rated,0
5064,18489807,Dolphin - The Food Cafe,Labour Chouk Mahipalpur-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1241504,28.5434269,North Indian- Mughlai- Chinese,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5065,305183,First Treat Bakers,K 98-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1267191,28.5443024,Bakery,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,2
5066,305153,Flavours Of Delhi,A-25-KH 393-Near IGI Airport-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1250299,28.5472207,North Indian- Chinese- Fast Food,No,No,No,No,650,Indian Rupees(Rs.),2,0,White,Not rated,0
5067,18372674,Foresto Lawn & Restaurant,Plot 802/2-Block K-Main Vasant Kunj Road-Near Mata Chowk & Prem Maruti-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1293063,28.541621,North Indian- Mughlai- Chinese,No,No,No,No,600,Indian Rupees(Rs.),2,0,White,Not rated,2
5068,18356797,Jain Sweets & Bakers,A Block-Near Main Red Light Chowk-Opposite Vishal Mega Mart-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1247414,28.5469805,North Indian- Mithai,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,1
5069,18414511,JD's Restaurant,A 50/2-Lane 1-Near Manoj Telecom-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1281314,28.5470234,North Indian- Chinese,No,No,No,No,350,Indian Rupees(Rs.),1,0,White,Not rated,0
5070,18408033,Just Vada Pav,KH 406-NH  8-Delhi -Gurgaon Road-Rangpuri-Near Shiv Murti-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,0,0,Street Food,No,No,No,No,150,Indian Rupees(Rs.),1,0,White,Not rated,0
5071,18358661,Kaka De Dhaba,Badam Singh Market-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1228536,28.5454551,North Indian,No,No,No,No,350,Indian Rupees(Rs.),1,0,White,Not rated,0
5072,18180072,Kolcata Bengali Dhaba,Gali 7-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1239323,28.5435869,North Indian,No,No,No,No,100,Indian Rupees(Rs.),1,0,White,Not rated,0
5073,18311961,Kukkuu Da Dhaba,Shop 90A-Road 4-Gali 7-Near Anand Lok Inn-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,0,0,North Indian,No,No,No,No,400,Indian Rupees(Rs.),1,0,White,Not rated,3
5074,18416830,M&S Coffee Cafe,Shop 105-Old Rangpuri Road-Labour Chowk-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1241121,28.543156,Fast Food,No,No,No,No,450,Indian Rupees(Rs.),1,0,White,Not rated,3
5075,18357534,Malabar Style Kitchen,K-311-Gali No. 4-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1249279,28.5429013,Kerala,No,No,No,No,350,Indian Rupees(Rs.),1,0,White,Not rated,0
5076,18356819,Mathura Lassi Wala,K-Block-Rangpuri Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.125056,28.5438292,North Indian- Chinese- South Indian,No,No,No,No,250,Indian Rupees(Rs.),1,0,White,Not rated,0
5077,18356795,Metropolitan Cafe,A-2/269-Road 2-Near Good Luck Hotel-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1257302,28.5477027,North Indian- Chinese,No,No,No,No,500,Indian Rupees(Rs.),2,0,White,Not rated,1
5078,18357529,Mr. Bake,L-96-Shubraj Complex-Labour Chowk-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1242983,28.5434512,Bakery,No,No,No,No,250,Indian Rupees(Rs.),1,0,White,Not rated,2
5079,311666,Mughal-E-Zaika,K111 Rang Puri Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1237525,28.54348,Mughlai- North Indian,No,No,No,No,500,Indian Rupees(Rs.),2,0,White,Not rated,0
5080,18357541,Mukesh Bhojnalaya,K-4-Shop 159-Rangpuri Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1248542,28.5430525,North Indian,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5081,312970,New Royal Blue Dhaba,Lane 9-Old Rangpuri Road-Mahipalpur Extension-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1231232,28.5435989,North Indian,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5082,305190,New Sharma Chicken Corner,814-Mahipalpur Mata Chowk-Vasant Kunj Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1295415,28.5415121,North Indian- Biryani,No,No,No,No,150,Indian Rupees(Rs.),1,0,White,Not rated,2
5083,303149,Pakwan,Shalimar Hotel-A-160-Road 4-Mahipalpur Extension-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.12881389,28.54953611,North Indian- Chinese- Fast Food,No,No,No,No,500,Indian Rupees(Rs.),2,0,White,Not rated,1
5084,18168164,Pizza Corner,K-98-Rangpuri-Mahipalpur Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1239323,28.5432284,Pizza- Fast Food,No,No,No,No,250,Indian Rupees(Rs.),1,0,White,Not rated,2
5085,18489540,Pokhreli Kitchen,184-Ground Floor-Road 1-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1264494,28.5469651,South Indian- Nepalese,No,No,No,No,450,Indian Rupees(Rs.),1,0,White,Not rated,1
5086,18268344,Rasoi,A-160-Hotel Shalimaar-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1285169,28.5495832,North Indian,No,No,No,No,500,Indian Rupees(Rs.),2,0,White,Not rated,1
5087,309219,Satya Dhaba,L 321/13-N.H. 8-Near Saptagiri Hotel-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1229265,28.545437,North Indian,No,No,No,No,450,Indian Rupees(Rs.),1,0,White,Not rated,2
5088,9129,Sha-O-Lin Chinese Fast Food,3-A 104-Road 4-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1295057,28.5494988,Chinese,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,1
5089,18358657,Shahi Chicken Corner,L-25-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1238424,28.5461773,Mughlai,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,1
5090,312972,Shama Muradabadi,A-116-Road 4-Near IPH-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1283371,28.5440095,North Indian- Biryani,No,No,No,No,250,Indian Rupees(Rs.),1,0,White,Not rated,2
5091,18415377,Sunil Punjabi Dhaba,Main Vasant Kunj Road-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1297061,28.5413686,North Indian,No,No,No,No,150,Indian Rupees(Rs.),1,0,White,Not rated,0
5092,18489534,Sunita Dhaba,National Highway 8-Near Shanti Place Hotel-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1279227,28.549416,North Indian,No,No,No,No,250,Indian Rupees(Rs.),1,0,White,Not rated,0
5093,18313112,Taste of India,A-53-  NH-8-Near IGI Airport-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1293709,28.5505165,North Indian- Mughlai- Chinese,Yes,No,No,No,1000,Indian Rupees(Rs.),3,0,White,Not rated,0
5094,18416842,U.P. Al-Flah Restaurant,L-1-Street 1-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1252807,28.5457776,Biryani,No,No,No,No,350,Indian Rupees(Rs.),1,0,White,Not rated,0
5095,7362,Vaishno Da Dhaba,Badam Singh Market-NH 8-Rangpuri-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.1230334,28.5451138,North Indian,No,No,No,No,200,Indian Rupees(Rs.),1,0,White,Not rated,0
5096,305189,Yadav Sweets,Old Rangpuri-Near Sabzi Mandi-Mahipalpur-New Delhi,Mahipalpur,New Delhi,1,77.126764,28.5442619,Mithai- Street Food,No,No,No,No,150,Indian Rupees(Rs.),1,0,White,Not rated,1
5097,3286,The Cavalry Bar - Maidens Hotel,Maidens Hotel-7-Shamnath Marg-Civil Lines-New Delhi,Maidens Hotel-Civil Lines,New Delhi,1,77.2258308,28.67367,Finger Food,Yes,No,No,No,2000,Indian Rupees(Rs.),4,2.7,Orange,Average,17
5098,4374,The Curzon Room - Maidens Hotel,Maidens Hotel-7-Shamnath Marg-Civil Lines-New Delhi,Maidens Hotel-Civil Lines,New Delhi,1,77.2258029,28.6737511,European- North Indian,Yes,No,No,No,3200,Indian Rupees(Rs.),4,3.4,Orange,Average,39
5099,4373,The Garden Terrace - Maidens Hotel,Maidens Hotel-7-Shamnath Marg-Civil Lines-New Delhi,Maidens Hotel-Civil Lines,New Delhi,1,77.2256961,28.6737019,North Indian- Continental,Yes,No,No,No,3000,Indian Rupees(Rs.),4,3.3,Orange,Average,57
5100,18232577,Ama Rabsel House,House 47-Majnu Ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2282559,28.7030113,Chinese- North Indian,No,No,No,No,500,Indian Rupees(Rs.),2,3,Orange,Average,8
5101,18317502,Cafe Plus,B-29-New Sakya House-New Camp-Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2287499,28.7024763,Cafe,No,No,No,No,500,Indian Rupees(Rs.),2,3.2,Orange,Average,13
5102,18410770,Hornbill,158-Block 7-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2283906,28.7015464,Naga- Chinese,No,No,No,No,450,Indian Rupees(Rs.),1,3.1,Orange,Average,7
5103,18303701,Orange Cafe & Restaurant,Block 10-House 7-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2284355,28.702491,Tibetan- Chinese,No,No,No,No,450,Indian Rupees(Rs.),1,3.1,Orange,Average,8
5104,18272391,ABC Restaurant,House 74 A-Block H-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2276272,28.7003539,North Indian- Chinese,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5105,18422748,Achi Restaurant,Ground Floor-Achi House-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2284355,28.702491,Chinese,No,No,No,No,400,Indian Rupees(Rs.),1,0,White,Not rated,1
5106,18424643,Asian House Restaurant,1st floor-Asian Hotel-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2280763,28.7008446,Tibetan- South Indian- North Indian,No,No,No,No,400,Indian Rupees(Rs.),1,0,White,Not rated,0
5107,18481209,Cafe 59,New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,0,0,Cafe- North Eastern,No,No,No,No,600,Indian Rupees(Rs.),2,0,White,Not rated,0
5108,304280,Drepung Loselling,42-New Tibetan Colony-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2283457,28.7033781,Tibetan- Chinese,No,No,No,No,400,Indian Rupees(Rs.),1,0,White,Not rated,3
5109,18272389,Dus Bab,B-4-House 76-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2274475,28.7000681,Tibetan,No,No,No,No,500,Indian Rupees(Rs.),2,0,White,Not rated,0
5110,18261164,DZI House,188-A-Block 9-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2282559,28.701847,North Indian- Chinese- Tibetan,No,No,No,No,550,Indian Rupees(Rs.),2,0,White,Not rated,0
5111,18391757,Good Luck Cafe,House 8A-Block 3-Tara House-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2287499,28.7024763,Ice Cream,No,No,No,No,250,Indian Rupees(Rs.),1,0,White,Not rated,0
5112,18273526,Kathmandu,Old Camp-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2275373,28.6998976,Chinese,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5113,309101,Kullu Manali Restaurant,170-Main Road-Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.227717,28.7014373,Tibetan- Chinese- North Indian,No,No,No,No,400,Indian Rupees(Rs.),1,0,White,Not rated,0
5114,18446419,Lhamo's Kitchen,Block 10-House 7-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2284804,28.7027192,Nepalese,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5115,18424639,Lhasa Manthang Restaurant,House 100/B-Block 5-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2279864,28.7008361,Tibetan- Chinese,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5116,18446411,Lhasa Thali House,15-16-New Tibetan Camp-Majnu Ka Tila,Majnu ka Tila,New Delhi,1,77.2283457,28.7028407,Nepalese,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5117,18424646,Little Tibet,House 16-Block 7-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2281661,28.7010323,Cafe- Tibetan,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5118,18261162,Lotus House Restaurant,House 24/25-New Tibet Camp-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2283457,28.7031094,Tibetan- Chinese,No,No,No,No,600,Indian Rupees(Rs.),2,0,White,Not rated,1
5119,18273530,Mahi Rasoi,11-Old Camp House-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2275645,28.7003464,North Indian- South Indian- Fast Food,No,No,No,No,400,Indian Rupees(Rs.),1,0,White,Not rated,0
5120,18446424,New Open Restaurant,House 48-Old Camp-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2274924,28.6998485,Nepalese- Tibetan,No,No,No,No,300,Indian Rupees(Rs.),1,0,White,Not rated,0
5121,18272385,Rooftop Restaurant,B-4-House 76-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.227723,28.7003556,Chinese,No,No,No,No,450,Indian Rupees(Rs.),1,0,White,Not rated,3
5122,18424635,Somang House Restaurant,4-Somang Complex-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2278966,28.7008275,Asian- Chinese,No,No,No,No,500,Indian Rupees(Rs.),2,0,White,Not rated,0
5123,18272376,Tandoori Khazana,2-B-Buta Singh Building-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2276272,28.70116,North Indian- Fast Food,No,No,No,No,350,Indian Rupees(Rs.),1,0,White,Not rated,0
5124,18368943,Tsopema Restaurant,House 24/25-New Aruna Nagar-Majnu ka Tila-New Delhi,Majnu ka Tila,New Delhi,1,77.2282559,28.7016678,Tibetan- Chinese- North Indian,No,No,No,No,600,Indian Rupees(Rs.),2,0,White,Not rated,1
5125,308286,33 Food,J-1/13-Gupta Colony-Khirki Extension-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.216837,28.5358021,North Indian- Mughlai,No,Yes,No,No,700,Indian Rupees(Rs.),2,3.2,Orange,Average,93
5126,18261723,Burger Point,E-6/11-12-Main Road-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2077878,28.5328102,Burger- Fast Food,No,No,No,No,400,Indian Rupees(Rs.),1,3.3,Orange,Average,78
5127,18463424,Cafe Blur,C 114-Panchsheel Vihar-Khirki Extension-Malviya Nagar-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2185591,28.5349127,Cafe- Chinese,No,No,No,No,450,Indian Rupees(Rs.),1,3.1,Orange,Average,7
5128,650,Cafe Coffee Day,22-New Market-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2133292,28.5379729,Cafe,No,No,No,No,450,Indian Rupees(Rs.),1,2.5,Orange,Average,52
5129,1037,Cafe Rendezvous,T-540-The Panchshila Rendezvous-Panchshila Park-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2132741,28.5396208,Mexican- Italian- North Indian- Continental- Asian,Yes,Yes,No,No,1550,Indian Rupees(Rs.),3,3.3,Orange,Average,191
5130,6377,Cakes & Bakes,C-77-Shivalik Road-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.210737,28.5378192,Bakery- Desserts,No,No,No,No,500,Indian Rupees(Rs.),2,3.4,Orange,Average,75
5131,311609,Chatorey Chacha,E-2/16-Near Shani Mandir-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2097386,28.5340199,Street Food- North Indian,No,No,No,No,350,Indian Rupees(Rs.),1,3.3,Orange,Average,51
5132,18175252,Chilli Dragon,C-2-Ground Floor-Panchsheel Vihar-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.218813,28.534252,Chinese- Thai,No,Yes,No,No,650,Indian Rupees(Rs.),2,3.3,Orange,Average,35
5133,309448,DCK- Dana Choga's Kitchen,E-2/4-Main Road-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2090133,28.5338079,North Indian- Mughlai,No,Yes,No,No,800,Indian Rupees(Rs.),2,3.4,Orange,Average,297
5134,2863,Divya's Rimpy Restaurant,E-1/14-Main Road-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2089013,28.5338345,North Indian- Chinese- Mughlai,No,No,No,No,800,Indian Rupees(Rs.),2,3.2,Orange,Average,245
5135,5135,Express Dhaba,489/55-1-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2127552,28.5403273,North Indian- Chinese- Mughlai,No,Yes,No,No,650,Indian Rupees(Rs.),2,2.7,Orange,Average,68
5136,300828,Go Foodie,L-82-Shop 2-Ground Floor-Near Gol Chakkar-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2076299,28.5314946,North Indian- Chinese,No,No,No,No,500,Indian Rupees(Rs.),2,3.3,Orange,Average,105
5137,18238307,Health Pan,210-B-Near Syndicate Bank-Savitri Nagar-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2202141,28.5403,Healthy Food,No,Yes,No,No,200,Indian Rupees(Rs.),1,3.4,Orange,Average,45
5138,1040,Karim's,40-B-Corner Market-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2146666,28.5383428,Mughlai- North Indian,Yes,Yes,No,No,800,Indian Rupees(Rs.),2,3,Orange,Average,183
5139,18285199,Karuna,JB-9B-Shop 5-Gupta Colony-Khiki Extension-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2169997,28.5340999,South Indian,No,No,No,No,200,Indian Rupees(Rs.),1,3,Orange,Average,15
5140,303423,Kathi,Shop 1-179-D-Opposite Select City Walk Mall-Khirki Village-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2189683,28.5309799,North Indian- Fast Food- Chinese,No,Yes,No,No,400,Indian Rupees(Rs.),1,2.8,Orange,Average,75
5141,18354972,King Chilly Kitchen,M-67-A-Malviya Nagar-New Delhi Tikona Park,Malviya Nagar,New Delhi,1,77.2167814,28.5357192,Chinese- Tibetan,No,Yes,No,No,400,Indian Rupees(Rs.),1,3.2,Orange,Average,17
5142,18332076,Kolhapuri Veg Non-Veg Foods,JD-26-Khidki Extension-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2169065,28.5337938,Maharashtrian,No,Yes,No,No,300,Indian Rupees(Rs.),1,3.3,Orange,Average,20
5143,1406,Mehfil Dhaba,2-Main Market-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2129078,28.5369107,Fast Food- North Indian,No,No,No,No,300,Indian Rupees(Rs.),1,3.4,Orange,Average,214
5144,308444,Moti Mahal Delux - Legendary Culinary,489/55/2-Corner Market-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2126586,28.5405605,North Indian- Chinese,No,Yes,No,No,600,Indian Rupees(Rs.),2,2.6,Orange,Average,146
5145,309452,Open Oven,E-2/16-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.209366,28.5341102,Bakery- Desserts- Fast Food,No,Yes,No,No,250,Indian Rupees(Rs.),1,3.4,Orange,Average,103
5146,310312,Paapi Paet,E-5/1-Shop 5-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2079315,28.5330067,Fast Food- Beverages,No,Yes,No,No,550,Indian Rupees(Rs.),2,3.3,Orange,Average,250
5147,305162,Pepper Corn Express,T-540-Opposite Arya Samaj Mandir-Malviya Nagar Corner Market-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2132305,28.5394521,North Indian- Chinese- Fast Food,No,Yes,No,No,800,Indian Rupees(Rs.),2,3.4,Orange,Average,50
5148,18471299,Pinch Of China,C-2-Shop 2-Panchsheel Vihar-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.218629,28.534403,Chinese,No,No,No,No,400,Indian Rupees(Rs.),1,3.2,Orange,Average,14
5149,4855,Pizza Hut Delivery,17 & 18-Corner Market-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2137832,28.5386054,Italian- Pizza- Fast Food,No,Yes,No,No,800,Indian Rupees(Rs.),2,2.8,Orange,Average,120
5150,18272382,Punjabee's Darbar,Shop 9-Corner Market-Malviya Nagar-New Delhi,Malviya Nagar,New Delhi,1,77.2134971,28.538882,North Indian- Chinese,No,Yes,No,No,700,Indian Rupees(Rs.),2,3,Orange,Average,34
